,xs1,xs2,xs3,xs4,xs5,xs6,xs7,xs8,label
316,22.085625,61.351616,601.779808,91.270817,111.083413,336.603858,608.704313,91.685984,5
317,20.859111,61.766901,615.309523,92.558661,111.111382,339.471911,601.402598,93.401309,6
318,21.573263,61.686266,617.478717,90.972652,110.861299,335.777041,612.106926,92.578128,4
319,21.700908,61.9162,606.110759,92.595012,111.004421,347.831023,602.74275,92.556507,0
320,20.926418,61.109691,606.835615,92.770197,111.515552,333.865104,619.891368,91.557691,0
321,21.535127,61.551534,617.000298,90.933789,110.769031,340.224995,618.333259,93.444413,4
322,20.888228,61.387554,609.436598,92.314837,111.40505,335.819281,618.765907,91.964834,6
323,21.308969,62.496047,606.254095,90.695867,110.82304,345.409958,603.554383,90.958833,3
324,21.473206,61.665111,610.479737,91.075073,110.876591,347.449181,607.958139,92.887801,7
325,21.539554,61.439948,616.942252,91.926519,110.771777,335.700772,620.527113,90.775287,5
326,21.168888,61.501636,602.443263,92.076326,111.34864,331.564138,610.655324,91.459977,4
327,21.972971,62.10917,605.528525,92.626528,110.746548,336.65022,619.782266,91.258042,2
328,20.574664,61.318665,617.627247,92.398193,111.346371,338.980694,617.182751,91.489832,7
329,22.065835,61.330709,611.026207,91.072139,111.538201,347.256144,614.983325,90.944013,6
330,22.546726,60.800646,611.041014,92.599164,110.599717,331.919818,600.558596,91.830944,8
331,22.293607,60.902363,612.421907,91.719661,111.022748,340.032696,601.124866,91.952807,3
332,21.797774,62.509784,605.907324,92.065555,110.656321,341.280087,613.309261,92.602962,2
333,22.129026,62.077829,605.275925,92.793954,110.788593,340.844438,617.231141,93.234383,2
334,21.212616,62.167736,611.767616,93.134315,111.426186,339.640965,602.744269,93.273784,5
335,20.945493,61.755288,601.489013,92.372242,111.191298,341.990129,614.52829,90.883309,1
336,22.407625,62.439533,606.357402,91.678253,110.91202,335.4105,617.006369,91.209433,0
337,20.811,61.963519,609.751627,93.546329,110.772293,342.735904,607.578347,93.345608,6
338,21.405463,61.337172,619.681558,90.624083,111.021422,341.97511,615.611253,92.605437,0
339,21.923641,61.765638,614.783697,93.065886,110.773232,345.42993,615.487221,92.480043,5
340,22.476456,61.712637,609.260829,92.204702,111.423948,334.70388,612.612962,92.294611,6
341,21.972849,61.576786,620.119827,92.366667,110.776837,339.346357,611.011321,91.046574,6
342,21.569039,61.31526,619.103638,92.025866,111.265358,332.701317,601.153397,91.745796,1
343,20.905064,61.262995,608.535876,91.446907,111.295912,334.534894,619.524762,90.847989,2
344,21.652285,61.151314,607.811923,92.467962,110.555875,348.248808,608.060228,92.398889,0
345,21.375846,60.677549,612.120566,92.321021,111.150584,343.193699,609.749473,92.244909,8
346,22.368866,60.788593,602.021982,92.831983,110.853303,345.057283,614.495491,93.499967,4
347,22.020635,61.765814,603.265881,92.401893,110.683389,332.5641,609.103487,91.861365,0
348,20.650799,62.026188,612.09541,91.282379,111.232376,342.345518,610.619018,91.703221,0
349,21.303263,62.084741,618.673463,91.332107,111.513322,348.413914,606.502531,90.877669,7
350,21.306089,61.905384,615.012104,91.377948,111.090616,341.111913,611.860591,92.797648,1
351,21.441446,61.952759,610.960136,90.974171,110.633445,340.187677,611.583294,91.133121,0
352,21.137206,61.382947,601.861148,91.285108,110.747256,334.639878,605.092986,90.970885,4
353,21.536323,60.875166,607.549643,92.534569,111.201198,335.983611,614.029035,93.028375,7
354,20.673766,60.794616,611.573648,92.982219,110.714105,348.515706,608.645258,91.462245,5
355,21.271359,61.364399,605.003073,90.819232,110.907931,332.808779,620.422411,91.697723,4
356,21.803108,61.875159,615.875193,93.372255,110.86068,344.961915,609.911097,92.828346,2
357,21.348893,61.997132,614.947152,92.135758,111.041996,343.501342,610.112823,90.579975,8
358,21.32278,61.297987,606.407906,91.884356,111.31815,349.321277,611.185308,92.414241,0
359,21.579493,61.324451,600.862117,93.274341,111.493043,345.086976,616.218556,90.823365,3
360,20.589624,61.842823,602.894673,92.908807,110.840185,338.152569,604.625638,92.656801,2
361,21.623918,62.10289,608.745628,93.502208,111.28694,334.067317,611.585259,92.373309,4
362,21.975814,61.015151,615.753275,93.257351,110.643689,339.38281,608.289164,92.641238,4
363,21.422576,60.867115,615.339486,91.060771,110.652744,331.06873,611.367358,93.292792,4
364,21.444351,61.290524,605.371537,92.936684,111.54571,338.080397,613.319023,93.250189,4
365,20.802406,60.744035,601.822806,93.346996,111.267378,338.695315,611.770323,91.439923,7
366,21.504808,62.171364,607.869191,92.021456,111.342806,340.707979,618.014683,91.000676,8
367,22.415975,60.648087,603.747748,91.44575,110.664231,343.183474,611.202177,93.00624,2
368,21.029676,61.926164,614.025601,91.969264,110.862151,347.70161,617.821129,92.198317,5
369,21.430684,62.115262,602.517335,92.106744,111.492255,343.935516,602.410068,91.272259,6
370,21.880675,62.358008,615.71118,91.084355,110.653333,341.067154,600.991781,92.965593,2
371,22.03844,62.030672,610.012278,93.288662,110.658757,331.730334,604.817162,91.673357,3
372,21.624196,61.829443,608.83458,92.78041,110.909354,345.25038,605.549664,91.777296,2
373,21.28894,61.063058,616.836589,90.870459,111.246662,334.887021,620.394933,93.350253,3
374,20.784455,61.218593,613.027165,92.433748,110.935115,345.118665,611.67211,92.337178,7
375,21.992077,61.672262,608.650399,92.8416,111.235135,336.369567,613.42024,92.503718,0
376,22.514688,62.373733,605.921834,93.489742,111.449999,341.340451,602.55057,91.05042,6
377,21.582378,62.338393,613.345588,92.07192,111.126713,337.717616,610.49402,91.340589,8
378,21.77448,60.859501,614.542597,92.031417,110.716306,331.492144,605.195154,91.637121,7
379,20.792703,62.518173,609.022801,92.422813,111.042354,331.446014,616.857098,92.017703,3
380,22.065231,61.812696,609.781177,92.869448,110.823215,334.69917,613.83983,91.149445,7
381,22.305387,62.27749,604.993216,91.460666,110.851227,342.989483,611.435081,90.648307,2
382,21.15807,62.463065,609.816368,91.20562,110.969769,346.059507,603.017122,91.444797,2
383,21.163478,62.366378,617.452251,91.235201,110.668912,332.164138,609.116156,90.878803,2
384,21.864189,62.212025,619.208149,90.615998,111.453174,333.27668,616.53684,93.054234,7
385,21.046774,61.683201,605.332269,94.467974,111.351671,332.256695,610.745417,90.838156,1
386,20.919577,61.037364,615.865739,92.890099,111.112275,345.345789,611.524461,91.108077,6
387,21.937846,61.589704,611.91239,93.040155,110.60128,335.358279,610.205996,93.175527,7
388,21.973538,61.390492,610.281109,92.277614,111.310973,349.864208,602.56517,91.367809,8
389,22.434095,60.719646,600.804703,91.837418,111.418463,331.013021,609.300583,91.807747,7
390,21.829769,61.354359,607.863154,91.426297,111.056257,348.137803,613.764632,91.799705,8
391,21.506517,61.711198,617.55115,92.611504,110.557629,340.397908,614.494459,91.848086,1
392,21.625465,61.533792,610.6728,92.523664,110.807119,337.19713,613.753649,92.864557,1
393,21.545811,61.354803,616.57042,91.337037,110.850009,345.404829,602.646844,92.09287,5
394,20.790242,61.897577,612.386542,91.488162,111.408018,338.330725,608.540651,92.605748,8
395,21.319463,62.184027,617.458079,93.318371,111.531507,342.696785,613.83638,91.217461,5
396,20.941133,61.334452,603.498647,91.506489,111.244981,340.745905,605.863323,91.799563,0
397,20.981632,61.825561,618.277818,91.799183,111.199335,343.116234,600.897877,91.721669,4
398,21.005488,62.421113,616.252988,93.164816,110.933883,338.785555,618.461938,91.483643,5
399,21.128296,60.980747,613.527765,92.290631,110.871632,332.466461,608.606655,91.733238,2
400,21.616714,62.453989,603.982584,93.2659,111.487914,346.013713,611.225002,91.000603,5
401,22.505023,60.595823,615.308106,93.199813,110.850585,343.355541,609.506451,90.642454,2
402,21.767456,61.860704,611.035056,91.705603,110.662365,344.39358,607.607424,92.103618,8
403,21.285322,61.06231,609.241332,91.478248,110.756735,348.123433,615.396081,93.355083,5
404,21.211504,61.610003,604.706353,91.813204,110.975226,345.244137,602.495285,90.770521,4
405,22.328991,61.640988,614.219893,91.065667,111.223296,331.994481,604.309278,91.534693,1
406,22.474055,61.866864,611.362952,92.471526,111.182382,349.768635,620.247692,92.143845,2
407,22.501468,60.860165,602.949081,94.542529,110.914983,348.543888,601.362565,91.382239,4
408,21.744883,61.773742,605.424797,91.336432,110.801444,344.710471,601.583395,93.459846,8
409,21.31793,62.371142,619.748596,92.762452,111.139358,332.321582,609.318633,93.416753,2
410,21.740911,61.50968,620.206584,91.561906,110.91178,338.124141,615.577813,90.974605,3
411,21.302424,60.840081,609.874646,92.432476,110.821071,335.119107,620.151895,91.161725,8
412,21.929831,62.141348,612.639477,91.870158,111.392792,332.803094,613.968588,93.408355,7
413,20.931397,62.471919,617.908838,91.812416,111.445307,336.254601,609.316905,92.002747,7
414,21.537553,61.491314,604.297379,92.151051,111.313058,342.585799,613.224745,90.84652,3
415,21.305003,61.408185,614.518133,90.666241,110.954143,332.350361,613.801885,92.192441,3
416,22.41024,62.22431,607.306707,92.580851,111.27459,340.11856,609.878169,91.98534,0
417,22.060732,61.721927,612.942472,92.552622,111.016258,349.104846,614.905221,90.872732,4
418,22.089947,61.380622,608.831435,92.141337,111.253167,332.269488,603.641662,92.665447,1
419,22.238939,62.190242,607.4373,91.514179,110.970376,338.742254,604.36093,92.140894,5
420,20.776719,61.942658,603.781293,92.293269,111.349327,342.733897,614.947291,92.78186,6
421,21.997906,61.146285,617.974003,91.238244,111.489799,341.943594,608.897375,90.77739,4
422,22.185916,60.960649,606.927321,92.359189,111.210251,343.149268,614.920038,93.268756,2
423,20.825074,61.547499,619.834943,93.309918,111.021664,331.169011,604.329112,90.640391,7
424,21.390687,60.978322,615.100033,93.47157,110.702131,347.937736,611.590731,91.987153,2
425,21.146345,61.405247,600.890853,91.011337,111.196575,344.706452,609.489333,93.105727,8
426,22.144672,62.020772,619.640626,90.779272,110.834794,346.552599,604.169913,92.983832,1
427,22.012107,62.168876,609.172809,92.723469,110.929644,350.243963,602.597015,92.743207,7
428,20.662955,62.126691,607.874955,92.241365,110.838649,343.639049,603.330381,90.790251,4
429,22.117057,60.689138,615.256517,91.527578,110.813741,347.921295,616.172698,91.621831,6
430,21.359126,60.850016,609.516253,93.410126,111.120699,335.807546,604.727128,91.134186,7
431,20.982532,61.759218,604.148633,90.84627,110.892706,338.528097,606.730855,90.948923,0
432,21.304893,60.817395,614.987992,93.444238,111.049441,344.334282,615.372038,93.351685,5
433,21.370834,61.28684,609.743632,91.722483,111.244165,343.315368,609.714118,93.263327,1
434,22.047243,60.666128,607.53254,90.570416,110.729424,334.605047,618.127861,91.444343,0
435,21.854418,61.797083,608.045426,91.032527,110.607672,348.129191,605.303753,92.795283,1
436,21.585949,61.350472,610.921504,92.281468,111.416178,334.249277,615.067335,91.016601,0
437,21.942215,61.242952,616.948275,91.257492,111.045122,331.013861,609.428435,90.751357,8
438,21.879601,61.392528,602.998925,90.590571,110.827626,340.121136,612.301441,92.924365,3
439,21.096737,62.296966,618.244431,91.634841,111.071392,337.879267,618.413242,91.800703,2
440,21.610362,60.66985,619.623502,92.705938,111.446491,332.514497,613.679849,91.239733,4
441,21.199158,61.079742,609.878816,90.792598,111.332698,346.490435,618.048365,91.14026,1
442,20.825482,60.854678,604.084751,92.97648,110.604598,341.564641,600.559422,90.682064,8
443,22.282662,62.502256,616.637311,91.021662,111.157078,342.389243,619.247046,93.451378,7
444,22.211673,60.666559,617.8182,91.303809,111.205534,332.078817,600.661349,91.821292,8
445,21.654559,60.935869,606.873707,92.034987,110.810678,339.948208,611.543441,91.84078,0
446,21.818646,61.454518,616.743249,90.661854,110.894269,341.261241,610.330403,92.3563,7
447,21.185915,60.644687,605.408542,90.82692,110.700344,335.703082,612.839534,92.440129,8
448,22.135048,61.549898,608.778638,91.624491,110.935247,337.425317,610.622378,91.800455,0
449,22.059622,61.523717,613.174918,91.245148,110.584512,335.718814,605.127441,92.442437,7
450,21.18802,61.279563,619.935468,92.337215,111.419698,335.162017,602.836561,91.393577,3
451,21.273652,62.225915,603.611883,92.562214,111.325045,350.512988,610.773332,90.794116,8
452,21.884358,62.377098,612.896723,90.725156,111.222257,348.923629,618.902715,91.610977,2
453,21.376145,60.680725,608.147371,90.830557,111.276586,339.837188,603.625844,90.637655,1
454,21.822054,60.632275,613.877106,91.232818,110.635622,344.405007,619.558048,91.598398,8
455,21.513241,61.596423,608.663131,92.980665,110.72371,348.61886,616.159567,92.819539,3
456,21.621501,61.961932,601.083402,92.773917,111.122111,340.94181,617.154681,90.561614,1
457,21.361036,61.184117,609.2843,92.734004,110.994243,337.819231,601.089515,91.444172,6
458,21.807918,62.403103,605.472672,93.349397,111.440565,339.956975,614.703908,91.56398,8
459,21.209706,61.136812,601.266486,90.778475,110.89904,341.534376,609.408096,91.10002,8
460,20.631836,60.603449,609.679789,91.372477,110.637422,337.174535,620.542789,91.199419,8
461,21.381609,61.555781,607.78854,91.677935,110.967546,339.167091,610.039287,92.045444,7
462,22.350898,62.088358,605.67535,92.965241,111.325321,341.8969,616.89927,93.251478,1
463,21.912556,60.929067,613.413116,91.247445,111.056777,334.640304,603.784708,92.045273,7
464,21.201146,61.69048,606.770726,91.524479,111.407975,337.899503,618.465719,93.370814,2
465,22.033469,62.302368,605.807,91.433279,110.626343,333.070809,601.89784,91.990454,7
466,20.727977,61.064286,602.77376,90.707166,111.40718,347.600737,611.308595,92.113313,3
467,21.455538,61.274808,603.566437,91.455716,111.132687,334.013101,609.069705,92.433218,7
468,22.122821,60.656558,617.056914,90.974386,110.625166,340.251901,604.716806,92.295353,6
469,20.989507,60.730372,613.990843,91.254626,110.818099,331.777294,606.169783,93.044594,6
470,21.481254,61.061792,603.542599,92.536668,110.565319,338.555536,604.561825,91.186766,5
471,21.036693,61.886208,601.743209,92.562094,111.056777,346.000148,605.102778,92.792997,7
472,21.216347,61.821659,609.561105,92.399668,111.348347,348.776121,608.927151,90.968023,0
473,22.139435,61.908259,603.718668,92.770363,111.376993,339.214545,608.398382,93.199472,4
474,21.229638,61.920845,614.345106,92.073395,111.339711,341.022598,615.849856,91.18721,0
475,22.110228,61.529342,608.101243,90.691606,111.524462,342.309246,604.697645,93.137585,6
476,21.728945,60.620135,616.079924,93.519901,111.05177,331.727601,615.212796,92.50852,2
477,21.418941,60.80807,616.642276,91.950877,111.505908,339.791016,614.184477,92.402112,5
478,21.008621,61.034825,615.722079,93.091851,111.221504,339.122657,607.506242,91.901729,8
479,21.421,60.965438,604.179214,91.373698,110.904129,344.521713,616.442727,92.472716,3
480,20.854903,62.035944,615.779613,90.832832,110.863603,334.914514,618.011127,93.442808,4
481,22.503789,61.552694,613.105383,90.785115,111.110129,344.460703,613.067656,92.104013,2
482,21.74498,61.81458,616.144272,92.924523,110.942382,332.661295,609.45285,97.306805,8
483,21.465897,60.934434,615.664192,91.70912,110.95545,347.381175,606.8679,92.550776,6
484,21.29911,61.611304,619.598097,92.618156,111.331077,334.068871,601.393978,90.736263,7
485,21.334358,62.398289,603.063069,91.478938,111.54253,334.768366,613.844276,93.170522,4
486,21.214156,60.769354,619.581496,92.481188,110.655421,331.53921,601.576709,93.132295,1
487,20.702936,61.032868,613.15992,91.8662,111.463207,341.360789,611.434464,91.246011,7
488,22.234102,62.065893,609.58373,93.093783,111.215073,349.591065,620.383121,91.750349,2
489,21.783641,61.694596,615.713305,93.34394,110.664263,347.366305,603.467464,91.165334,7
490,22.545406,60.825942,603.881019,93.259463,110.663611,334.396623,606.315995,91.811749,8
491,21.072777,61.057532,610.38658,90.624784,110.718162,338.054772,613.805614,93.082217,6
492,22.234667,60.845463,611.567061,92.957814,111.339998,347.474208,611.496762,91.770718,1
493,21.071139,61.341112,612.593405,92.402918,111.311341,346.811747,615.107555,91.508369,2
494,21.53233,61.159471,618.018107,90.602595,110.741148,338.182896,602.565803,92.292275,5
495,21.116855,62.439756,603.631432,92.680244,110.792926,331.518533,610.426725,92.314235,0
496,21.139036,60.901584,604.546469,91.204119,111.424057,349.918093,608.906482,92.365303,2
497,22.450868,62.457181,602.474789,91.392114,111.051114,339.823706,605.205081,92.882421,6
498,20.932485,62.12984,606.429172,92.149376,111.072211,341.617365,616.032823,92.109354,0
499,22.163254,61.294472,607.970524,91.885359,110.730899,332.211372,610.517138,91.010635,5
500,21.523127,62.367662,613.355229,93.492917,110.560845,331.2232,604.78444,92.707004,5
501,22.437436,61.112565,607.70092,91.044295,111.278857,335.194003,617.450993,90.733798,0
502,20.658319,62.265983,618.651033,91.099523,110.629954,336.833708,610.650747,91.932662,4
503,21.297874,61.358617,603.235345,91.075955,111.525482,347.765903,608.842116,92.333757,1
504,21.175247,60.744683,603.906052,92.199796,110.952878,337.43839,619.524658,91.895968,2
505,22.157427,61.666451,612.38511,91.599656,110.699701,345.074904,617.370034,93.433892,1
506,21.899163,61.788519,601.631994,90.814763,111.54411,330.774632,610.122502,90.714801,2
507,22.367301,61.923532,600.779464,91.327892,111.459634,338.378653,606.841376,93.25821,1
508,22.332696,62.536479,611.467179,93.344848,110.876425,331.499358,612.565756,92.951244,5
509,21.489464,61.074556,611.987478,92.395632,110.781013,335.131425,611.161336,91.926006,1
510,21.81172,61.123556,617.01175,90.799665,111.478194,332.974716,603.586289,90.991376,4
511,21.882085,61.485922,615.583259,91.354601,111.090211,332.267872,605.468083,90.96676,7
512,21.881192,62.303072,607.763074,91.62839,110.75747,341.03612,616.430925,92.707879,7
513,20.714993,61.741207,605.507834,91.948635,111.361967,348.905895,610.270844,92.15451,0
514,21.421025,62.294054,603.126225,91.793867,110.90315,349.558222,610.276942,91.731675,2
515,22.472654,61.098129,601.209309,91.472614,111.480069,335.417443,612.739664,90.605171,7
516,21.167233,61.82022,610.930129,92.657452,110.817068,334.936364,603.409262,90.992281,5
517,20.981986,62.326946,607.283162,92.523501,111.532614,340.817945,616.811857,91.291483,7
518,22.023092,62.278705,612.0783,91.425079,110.595021,335.340506,607.913525,92.630634,5
519,22.235533,61.662969,603.186036,90.780294,111.35372,343.119636,604.846673,92.123248,5
520,20.556988,61.150814,613.364801,92.593354,110.734352,332.161622,611.938222,93.495725,3
521,21.181202,62.259548,609.822532,93.466049,111.460706,340.836758,605.930565,92.31495,8
522,21.540913,62.037554,611.013814,92.934629,111.467814,338.803182,619.688702,92.057948,5
523,22.284215,61.922513,612.14068,93.036317,111.152712,346.594436,604.308385,91.195365,5
524,21.932501,61.026063,606.795293,91.656359,111.46455,338.775684,602.278441,90.932811,4
525,22.373643,61.859074,618.101793,91.60596,110.753612,343.618259,602.293025,90.830706,2
526,21.730882,61.154806,609.527529,91.370381,111.014822,347.398331,618.73398,93.469903,2
527,20.976762,60.945708,607.995886,92.756117,110.930921,331.578454,620.217668,92.582625,5
528,22.0179,61.529028,603.936752,91.475278,111.27741,348.984914,613.847652,92.229316,4
529,21.522865,61.574599,618.756458,93.277393,110.649759,345.259986,602.320253,91.160279,6
530,21.634398,60.782175,610.393775,90.770563,111.451973,335.814096,619.375847,92.270021,7
531,22.246763,62.07074,618.99894,92.657173,110.795387,331.531167,605.404335,92.497436,5
532,21.33403,61.185977,612.308177,91.441408,111.248955,334.759712,614.703792,91.732769,7
533,21.103933,61.398451,608.600527,91.350546,111.325111,339.115374,609.183275,92.100005,0
534,21.51334,61.845033,604.96288,90.706691,110.715917,343.778346,610.25869,91.564794,6
535,21.123233,61.516474,614.121862,93.02271,110.736684,334.887341,606.399551,92.4911,5
536,21.049685,61.973162,601.811018,92.046203,111.526138,330.909019,610.383668,93.32104,5
537,21.510725,61.378845,618.909621,91.252703,111.211484,330.729011,610.376866,92.514109,2
538,22.163802,62.001852,616.270026,91.46291,111.41172,336.898526,601.808945,91.175881,1
539,20.87257,61.662452,620.066774,91.644616,111.32537,331.144815,616.709403,90.968389,8
540,22.488225,62.230937,614.992255,93.011636,111.094031,333.954803,604.557109,93.288504,7
541,21.358564,61.580599,619.306584,93.395113,111.52194,348.113284,613.40094,91.600483,3
542,21.115142,61.774622,608.717364,90.848749,110.871838,347.893524,609.193356,92.517417,5
543,21.707066,61.71553,613.863816,93.012656,111.127388,340.887593,618.658333,92.051967,8
544,21.985045,60.820679,617.749505,91.494905,111.526537,340.518786,616.343098,91.482766,0
545,22.232534,62.220202,610.641129,92.311403,110.899657,346.782288,607.427871,90.715208,3
546,22.168115,62.206875,620.539518,93.392751,110.868944,338.065333,604.194892,93.104121,4
547,21.704483,61.905066,608.917912,91.979444,111.09972,337.718894,618.019704,93.440226,1
548,21.622582,62.105551,615.567669,92.077944,110.619102,335.776686,610.535634,91.726911,3
549,20.90948,61.951485,613.582485,91.900406,110.915199,340.129535,615.526099,91.659532,8
550,20.733419,61.437483,610.550811,93.300773,111.019159,337.0524,616.437432,91.629326,4
551,21.646982,62.27689,601.945494,91.664065,111.478315,347.106432,607.319132,92.621658,1
552,21.887967,62.039358,603.329047,90.743424,111.061695,348.147679,608.069464,92.339635,8
553,22.378394,60.620318,608.097047,91.038398,111.038726,334.214191,618.767191,92.443731,7
554,22.04211,61.302525,615.767078,91.435702,110.859866,346.66053,608.926273,90.94664,4
555,21.241457,62.392832,617.316882,91.628485,110.719532,347.562081,619.906665,91.27381,3
556,22.348552,61.97211,601.058056,90.831088,110.705251,338.207234,608.209331,91.692222,4
557,21.729787,61.3758,608.051408,93.256126,110.998698,336.414331,611.894018,93.188631,1
558,22.302785,62.07629,620.207797,92.541421,110.588397,336.546821,605.462251,91.734738,8
559,22.53914,62.422764,612.183239,91.483997,110.62015,332.398427,617.430954,91.538665,3
560,22.484256,60.579545,616.791934,92.614166,111.404159,335.212947,613.352767,93.221411,6
561,22.40179,62.489037,618.51372,91.78488,111.36815,336.905873,618.770645,92.180347,5
562,22.107215,62.478476,618.278059,90.710133,111.04122,346.853495,617.520725,92.077906,1
563,21.553687,61.234488,602.252481,93.039774,111.169773,333.008157,609.577197,92.241317,3
564,22.188009,60.837314,612.332224,93.137223,111.500608,344.749108,619.004393,91.944304,3
565,21.68913,60.736973,611.529916,93.269745,110.715347,333.521593,606.272672,92.027223,2
566,20.817193,62.305373,613.938323,92.271927,111.308738,344.185048,603.100425,93.475075,5
567,21.600244,61.664881,618.851196,90.828947,111.326844,342.207048,617.637689,91.279624,1
568,20.742658,61.584665,619.228324,91.752208,111.342906,348.623547,601.786436,92.496469,5
569,22.215845,60.959237,605.962887,92.875578,111.317572,343.974781,608.573824,92.804773,6
570,22.383178,61.278408,618.502917,93.304901,110.899174,336.316768,609.012171,91.441559,1
571,21.412577,60.733285,604.826745,92.589468,110.555747,335.133174,607.434338,93.402063,6
572,20.701732,61.654885,609.664258,90.957853,111.020614,336.069462,612.896148,92.744226,8
573,21.935542,60.584748,618.742247,91.734965,110.759055,342.776964,608.405367,93.00444,8
574,20.945372,62.024007,602.159444,90.845832,111.204267,333.115142,606.007898,91.118963,8
575,21.75663,61.361829,613.103143,90.975879,111.297472,341.54907,612.467834,92.204555,0
576,22.542424,61.562024,614.414799,91.631484,110.994323,346.666914,609.246871,92.851431,4
577,20.593532,61.871365,604.306745,93.011574,110.897681,333.749641,610.173073,91.714999,4
578,22.15957,61.276663,619.657428,91.976931,111.088929,341.579929,604.569726,92.508099,6
579,20.792594,62.225461,610.298926,93.054638,110.634234,339.581033,619.233275,93.516236,6
580,21.309646,62.539059,606.527416,92.61547,111.510807,337.815493,602.562999,92.759788,8
581,22.005927,62.248561,612.208494,92.253761,111.405629,336.054039,607.360515,90.587276,2
582,21.804696,60.928825,613.12476,90.593005,111.024838,348.536409,615.801429,91.477582,8
583,22.512494,61.008981,600.662339,92.462654,111.020464,334.093754,612.04818,93.407644,3
584,21.049008,62.167525,619.655312,93.362291,111.003628,346.839747,604.534757,93.269301,4
585,20.822865,61.444827,608.817884,91.556756,110.715908,347.510391,607.953148,91.886452,0
586,20.868205,61.689675,617.591499,92.744668,111.169281,331.557483,614.243228,92.971008,2
587,20.612853,61.163564,601.263113,91.315016,111.11203,336.002543,609.806476,90.904713,4
588,21.873535,62.495941,609.407387,92.16361,111.028956,332.823754,612.817182,90.813752,2
589,20.840305,60.686771,616.172552,93.263474,111.466938,344.739558,614.88958,92.289126,2
590,21.274574,62.280409,615.780381,91.142489,110.920135,350.346012,606.287096,91.582988,4
591,21.875346,62.442936,606.626326,92.53726,111.471925,343.478238,602.496086,92.325933,3
592,20.755259,62.115019,609.11593,92.481554,110.925932,343.79054,605.663205,91.526498,1
593,21.429511,62.549339,611.370517,90.953477,111.218512,344.607853,614.944527,91.874004,4
594,20.878356,62.342802,612.492871,93.545108,111.360288,343.655037,611.866518,92.55366,7
595,21.638629,60.84011,608.956272,93.058092,111.350487,345.436029,606.767661,91.750945,6
596,20.62479,61.224318,611.198482,92.35866,110.986734,336.82681,618.281567,90.74765,2
597,22.344,61.884095,600.709988,91.837555,111.257545,335.196233,612.538917,92.932318,6
598,21.399792,60.603061,601.696627,92.144265,110.619989,333.560295,610.970145,92.063983,5
599,21.140211,62.110199,613.518079,91.171816,111.18566,332.595605,619.93375,92.705568,4
600,22.464045,61.604658,607.410197,91.499123,111.397144,341.130415,619.267933,91.301927,3
601,20.911586,62.089149,611.417528,92.028905,111.364144,338.292443,619.855209,92.692251,2
602,21.929858,61.538648,607.12662,91.579246,110.804909,339.752226,615.801261,93.318232,6
603,21.308005,61.039525,600.560223,92.446478,111.268328,342.516939,609.787736,93.277026,4
604,20.718802,60.971823,616.375788,90.980361,110.666924,337.105645,610.375036,91.498158,7
605,22.12407,62.208468,609.239756,92.253193,111.252204,338.213604,617.418503,91.683822,7
606,22.23158,61.566882,601.320303,91.064693,110.957556,348.384016,602.905089,91.96089,4
607,21.991284,60.907614,609.188087,92.970238,111.195463,336.722867,607.690358,91.98298,1
608,21.433299,61.821665,617.293676,92.378599,110.940337,337.924586,605.861067,93.219016,7
609,22.164117,61.766151,607.004615,90.968097,111.175606,344.732119,615.729107,91.509757,8
610,21.527152,61.71887,610.938977,92.332754,111.374317,331.202406,613.399245,91.931931,8
611,21.143525,60.867517,602.436092,91.528263,111.319612,332.834585,618.368162,91.792364,4
612,21.765606,60.71047,607.68941,91.328912,111.048001,350.061361,618.335393,93.003115,3
613,20.734259,60.822798,619.343174,90.986997,111.356485,345.305802,603.837561,92.460394,5
614,20.995974,61.687661,609.160496,91.358348,111.259931,346.766865,608.516778,90.734887,0
615,21.215024,62.148262,616.153735,93.08634,110.72938,340.816736,613.581809,91.575921,8
616,21.346896,61.818335,614.924683,91.565363,111.121774,336.396872,611.605079,91.23159,0
617,20.616246,61.810885,616.51098,91.968964,111.228997,345.341071,612.890332,90.744887,4
618,22.002279,60.952211,613.344983,92.202859,110.567489,336.279184,619.544338,92.408555,4
619,21.886177,62.440078,613.015294,91.420412,110.674463,336.559823,601.380048,90.888823,5
620,20.929189,61.89615,614.768021,91.165562,111.486403,342.436708,617.219295,91.805264,0
621,21.395195,60.780429,609.054611,92.547697,110.960196,347.990152,610.026246,92.042865,7
622,21.128602,62.372056,613.066241,92.557293,110.846059,350.108219,616.139733,93.081486,7
623,22.426014,62.139878,619.001424,91.534221,110.912087,345.31174,610.868731,92.236653,5
624,21.330683,61.561528,603.033344,93.142536,111.280475,344.604859,601.747375,91.129928,4
625,21.443238,61.253102,604.051037,91.044292,111.152176,338.032001,601.395529,93.267914,8
626,21.341026,62.338912,613.905842,91.116783,111.214364,334.919139,604.3897,91.239612,0
627,21.118204,61.310241,608.191785,91.706493,110.72447,347.93972,611.060112,91.983131,0
628,22.213325,60.785856,611.178297,91.460049,110.851314,350.409286,620.388549,93.274883,7
629,20.952185,60.715468,616.556448,92.344325,110.978761,348.44612,601.434786,91.07806,6
630,22.51105,61.405885,605.085676,90.654578,111.164415,337.56961,601.325443,91.439795,3
631,21.47545,62.369451,617.649961,92.876627,111.184404,343.238628,617.392248,91.099534,4
632,20.992797,61.005821,610.663218,92.548296,111.230341,332.261439,619.785919,92.421573,4
